,Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,SimillarHTTP, Inbound, Label
36,16,192.168.50.9-52.28.108.167-48200-443-6,192.168.50.9,48200,52.28.108.167,443,6,2018-11-03 09:18:35.989734,126,4,0,123.0,0.0,46.0,0.0,30.75,21.68524844220144,0.0,0.0,0.0,0.0,976190.4761904762,31746.031746031742,42.0,71.01408311032397,124.0,1.0,126.0,42.0,71.01408311032397,124.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,128,0,31746.031746031742,0.0,0.0,46.0,33.8,19.979989989987484,399.2,0,0,1,0,0,1,0,0,0.0,42.25,30.75,0.0,128,0,0,0,0,0,0,4,123,0,0,1329,-1,2,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
37,17,192.168.50.9-52.28.108.167-48200-443-6,192.168.50.9,48200,52.28.108.167,443,6,2018-11-03 09:18:35.989862,1,2,0,31.0,0.0,31.0,0.0,15.5,21.92031021678297,0.0,0.0,0.0,0.0,31000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,2000000.0,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,1,0,0,1,0,0,0.0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,1329,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
38,19,192.168.50.9-52.28.108.167-48208-443-6,192.168.50.9,48208,52.28.108.167,443,6,2018-11-03 09:18:35.989927,1,2,0,31.0,0.0,31.0,0.0,15.5,21.92031021678297,0.0,0.0,0.0,0.0,31000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,64,0,2000000.0,0.0,0.0,31.0,20.666666666666664,17.8978583448784,320.33333333333337,0,0,1,0,0,1,0,0,0.0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,829,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
39,20,192.168.50.9-52.28.108.167-48200-443-6,52.28.108.167,443,192.168.50.9,48200,6,2018-11-03 09:18:36.089795,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,2.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,739,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,BENIGN
40,184252,192.168.50.9-52.28.108.167-48200-443-6,52.28.108.167,443,192.168.50.9,48200,6,2018-11-03 09:18:36.089800,99,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30303.030303030304,49.5,65.76093065034893,96.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32,64,10101.010101010104,20202.020202020205,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,2.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,739,1329,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,BENIGN
41,21,192.168.50.9-52.28.108.167-48208-443-6,52.28.108.167,443,192.168.50.9,48208,6,2018-11-03 09:18:36.090450,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,2.0,1.4142135623730951,3.0,1.0,4.0,2.0,1.4142135623730951,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,96,0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,2031,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,BENIGN
42,80125,192.168.50.9-52.28.108.167-48208-443-6,52.28.108.167,443,192.168.50.9,48208,6,2018-11-03 09:18:36.090455,91,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32967.03296703297,45.5,60.10407640085654,88.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,32,64,10989.010989010987,21978.021978021974,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,2.0,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,2031,829,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,BENIGN
44,107336,192.168.50.6-54.213.45.184-54560-443-6,192.168.50.6,54560,54.213.45.184,443,6,2018-11-03 09:18:55.045152,1,2,0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,6.0,6.0,6.0,0.0,0.0,0,1,0,0,0,1,0,0,0.0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
45,223,192.168.50.8-34.209.30.112-59555-443-6,34.209.30.112,443,192.168.50.8,59555,6,2018-11-03 09:18:56.196595,135798,4,2,74.0,70.0,31.0,6.0,18.5,14.433756729740644,35.0,35.0,35.0,0.0,1060.3985331153624,44.18327221314011,27159.6,60486.14017525006,135360.0,2.0,135798.0,45266.0,78395.21762837323,135789.0,4.0,2.0,2.0,0.0,2.0,2.0,1,0,0,0,80,40,29.45551480876007,14.727757404380036,6.0,35.0,25.0,13.102162671355696,171.66666666666666,0,0,1,0,0,1,0,0,0.0,29.16666666666667,18.5,35.0,80,0,0,0,0,0,0,4,74,2,70,119,16312,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,BENIGN
47,94381,192.168.10.50-192.168.50.6-21-54808-6,192.168.50.6,54808,192.168.10.50,21,6,2018-11-03 09:19:18.990625,9014948,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6655612433926408,1802989.6,2685064.5492851376,6000383.0,3.0,9014948.0,1802989.6,2685064.5492851376,6000383.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,184,0,0.6655612433926408,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,184,0,0,0,0,0,0,6,0,0,0,8192,-1,0,28,3014562.0,0.0,3014562.0,3014562.0,6000383.0,0.0,6000383.0,6000383.0,0,1,BENIGN
52,32171,192.168.50.6-4.2.2.4-60512-53-17,192.168.50.6,60512,4.2.2.4,53,17,2018-11-03 09:19:48.466875,21046,2,2,68.0,100.0,34.0,34.0,34.0,0.0,50.0,50.0,50.0,0.0,7982.514492065001,190.0598688586905,7015.333333333334,12145.717612942155,21040.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,95.02993442934523,95.02993442934523,34.0,50.0,40.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,50.5,34.0,50.0,64,0,0,0,0,0,0,2,68,2,100,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
53,155299,192.168.10.50-192.168.50.9-22-46826-6,192.168.50.9,46826,192.168.10.50,22,6,2018-11-03 09:20:06.641796,65028406,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21529053011079494,5002185.076923077,9784638.421089616,33535939.0,2.0,65028406.0,5002185.076923077,9784638.421089616,33535939.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,560,0,0.21529053011079494,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,560,0,0,0,0,0,0,14,0,0,0,29200,-1,0,40,2389516.0,4138757.9213463305,7168542.0,3.0,19286618.666666668,12963147.912505293,33535939.0,8191964.0,0,1,BENIGN
55,91,192.168.50.254-224.0.0.5-0-0-0,192.168.50.254,0,224.0.0.5,0,0,2018-11-03 09:20:20.817794,112297650,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3472913280019662,2955201.3157894737,4411882.084020036,9969397.0,1.0,112297650.0,2955201.3157894737,4411882.084020036,9969397.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.3472913280019662,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,39,0,0,0,-1,-1,0,0,5.333333333333333,0.7784989441615229,7.0,4.0,9358131.75,324826.5547707029,9969397.0,9038004.0,0,0,BENIGN
58,92,192.168.50.253-224.0.0.5-0-0-0,192.168.50.253,0,224.0.0.5,0,0,2018-11-03 09:20:22.734265,112958286,52,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4603469284227631,2214868.352941176,4034421.3212295854,9820083.0,1.0,112958286.0,2214868.352941176,4034421.3212295854,9820083.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4603469284227631,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,52,0,0,0,-1,-1,0,0,7.25,2.527125567985025,15.0,6.0,9413182.666666666,255735.61110658915,9820083.0,9068954.0,0,0,BENIGN
59,61753,192.168.50.8-4.2.2.4-56022-53-17,192.168.50.8,56022,4.2.2.4,53,17,2018-11-03 09:20:30.250579,21070,2,2,64.0,204.0,32.0,32.0,32.0,0.0,102.0,102.0,102.0,0.0,12719.506407214049,189.84337921215,7023.333333333334,12159.574019402708,21064.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,80,80,94.921689606075,94.921689606075,32.0,102.0,60.0,38.34057902536164,1470.0,0,0,0,0,0,0,0,0,1.0,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
60,27,173.194.208.109-192.168.50.8-465-59594-6,192.168.50.8,59594,173.194.208.109,465,6,2018-11-03 09:20:30.272464,1643102,32,44,2728.0,7450.0,362.0,0.0,85.25000000000001,85.34975480434194,2733.0,0.0,169.31818181818176,486.6392471544357,6194.381115718927,46.253975711793906,21908.026666666665,69020.95098512604,508546.0,1.0,1588420.0,51239.354838709674,117735.89982259685,561699.0,1.0,1590232.0,36982.139534883725,88417.56861177627,508546.0,1.0,0,0,0,0,664,904,19.47535819443954,26.77861751735437,0.0,2733.0,132.18181818181807,372.7144641281512,138916.0717703349,0,0,0,0,1,0,0,0,1.0,133.92105263157896,85.25,169.3181818181818,664,0,0,0,0,0,0,32,2728,44,7450,8192,246,30,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
61,28,173.194.208.109-192.168.50.8-465-59594-6,173.194.208.109,465,192.168.50.8,59594,6,2018-11-03 09:20:31.915567,217,1,5,6.0,92.0,6.0,6.0,6.0,0.0,37.0,6.0,18.4,16.97939928266015,451612.9032258065,27649.769585253456,43.4,62.85141207642037,143.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,18.5,33.6699668349505,69.0,1.0,0,0,0,0,20,100,4608.294930875576,23041.474654377882,6.0,37.0,14.857142857142856,15.126451130702266,228.80952380952385,0,0,0,0,0,1,1,0,5.0,17.333333333333332,6.0,18.4,20,0,0,0,0,0,0,1,6,5,92,246,16324,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,BENIGN
62,84982,173.194.208.109-192.168.50.8-465-59594-6,192.168.50.8,59594,173.194.208.109,465,6,2018-11-03 09:20:31.915785,52811,1,2,6.0,12.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,340.83808297513775,56.80634716252296,26405.5,37338.77358055565,52808.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,20,40,18.93544905417432,37.87089810834864,6.0,6.0,6.0,0.0,0.0,0,0,0,0,0,1,1,0,2.0,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,16324,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
65,68,192.168.50.8-74.208.236.171-59595-80-6,192.168.50.8,59595,74.208.236.171,80,6,2018-11-03 09:20:40.238286,15670970,16,20,900.0,23074.0,414.0,0.0,56.24999999999999,139.66603022925798,2920.0,0.0,1153.6999999999996,1011.3399709504739,1529.8351027409278,2.297241332221298,447742.0,1828717.345436461,9796869.0,1.0,10679276.0,711951.7333333333,2518577.013491475,9796869.0,1.0,15615806.0,821884.5263157893,2505912.203709645,10058574.0,2.0,0,0,0,0,344,448,1.0209961476539104,1.276245184567388,0.0,2920.0,647.9459459459459,925.9110212213803,857311.2192192194,0,0,0,0,1,0,0,0,1.0,665.9444444444445,56.25,1153.7,344,0,0,0,0,0,0,16,900,20,23074,8192,1892,14,20,882403.0,0.0,882403.0,882403.0,9796869.0,0.0,9796869.0,9796869.0,en.drshno.com/index.php/aesthetics/aesthetics-of-chin/,0,BENIGN
66,33,192.168.50.8-74.208.236.171-59596-80-6,192.168.50.8,59596,74.208.236.171,80,6,2018-11-03 09:20:40.245046,5384485,5,2,18.0,0.0,6.0,0.0,3.6,3.286335345030997,0.0,0.0,0.0,0.0,3.3429380897151724,1.3000314793336782,897414.1666666667,2171378.2722171107,5329496.0,1.0,5384485.0,1346121.25,2655709.660047621,5329496.0,1.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,124,64,0.9285939138097702,0.3714375655239081,0.0,6.0,2.25,3.1052950170405937,9.642857142857142,0,0,0,0,1,0,0,0,0.0,2.571428571428572,3.6,0.0,124,0,0,0,0,0,0,5,18,2,0,8192,29200,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
67,77767,192.168.50.8-4.2.2.4-56770-53-17,192.168.50.8,56770,4.2.2.4,53,17,2018-11-03 09:20:40.245121,21273,2,2,94.0,206.0,47.0,47.0,47.0,0.0,103.0,103.0,103.0,0.0,14102.38330277817,188.0317773703756,7091.0,12278.508174855771,21269.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,64,64,94.0158886851878,94.0158886851878,47.0,103.0,69.4,30.672463220289305,940.8,0,0,0,0,0,0,0,0,1.0,86.75,47.0,103.0,64,0,0,0,0,0,0,2,94,2,206,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
68,70992,192.168.50.8-4.2.2.4-62834-53-17,192.168.50.8,62834,4.2.2.4,53,17,2018-11-03 09:20:40.245122,21275,2,2,74.0,186.0,37.0,37.0,37.0,0.0,93.0,93.0,93.0,0.0,12220.916568742656,188.01410105757927,7091.666666666666,12280.528910976647,21272.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,94.00705052878963,94.00705052878963,37.0,93.0,59.4,30.672463220289305,940.8,0,0,0,0,0,0,0,0,1.0,74.25,37.0,93.0,64,0,0,0,0,0,0,2,74,2,186,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
69,133561,192.168.50.8-4.2.2.4-65283-53-17,192.168.50.8,65283,4.2.2.4,53,17,2018-11-03 09:20:40.245352,21094,2,2,76.0,188.0,38.0,38.0,38.0,0.0,94.0,94.0,94.0,0.0,12515.407224803259,189.6273821939888,7031.333333333334,12176.894527478396,21092.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,94.8136910969944,94.8136910969944,38.0,94.0,60.4,30.672463220289305,940.8,0,0,0,0,0,0,0,0,1.0,75.5,38.0,94.0,64,0,0,0,0,0,0,2,76,2,188,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
70,50700,192.168.50.8-4.2.2.4-64535-53-17,192.168.50.8,64535,4.2.2.4,53,17,2018-11-03 09:20:40.262069,21219,2,2,90.0,122.0,45.0,45.0,45.0,0.0,61.0,61.0,61.0,0.0,9991.045760874691,188.51029737499414,7073.0,12246.465245122774,21214.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,64,64,94.25514868749708,94.25514868749708,45.0,61.0,51.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,64.25,45.0,61.0,64,0,0,0,0,0,0,2,90,2,122,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
71,142,172.217.9.226-192.168.50.8-443-59597-6,192.168.50.8,59597,172.217.9.226,443,6,2018-11-03 09:20:40.266937,117468529,36,40,2522.0,9882.0,517.0,0.0,70.05555555555556,129.2852758038692,1430.0,0.0,247.05000000000004,424.51619219518295,105.59423962821563,0.6469817971415986,1566247.0533333337,9384057.515892558,57943228.0,1.0,117468529.0,3356243.6857142863,13629990.138903093,58029791.0,1.0,117428181.0,3010978.9999999995,12933818.61584136,57983568.0,1.0,0,0,0,0,792,824,0.30646506180391514,0.3405167353376835,0.0,1430.0,161.0909090909091,329.13795627118617,108331.79425837324,0,0,0,0,1,0,0,0,1.0,163.21052631578948,70.05555555555556,247.05,792,0,0,0,0,0,0,36,2522,40,9882,8192,250,30,20,713607.5,611025.8188657006,1145668.0,281547.0,57878054.0,92169.9547141041,57943228.0,57812880.0,0,0,BENIGN
72,32,172.217.9.226-192.168.50.8-80-59598-6,192.168.50.8,59598,172.217.9.226,80,6,2018-11-03 09:20:40.267012,5362515,5,2,18.0,0.0,6.0,0.0,3.6,3.286335345030997,0.0,0.0,0.0,0.0,3.3566339674574337,1.3053576540112242,893752.5,2169500.7685838463,5322105.0,1.0,5362515.0,1340628.75,2654385.840790844,5322105.0,1.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,124,64,0.9323983242937316,0.3729593297174926,0.0,6.0,2.25,3.1052950170405937,9.642857142857142,0,0,0,0,1,0,0,0,0.0,2.571428571428572,3.6,0.0,124,0,0,0,0,0,0,5,18,2,0,8192,60720,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
73,166,172.217.9.226-192.168.50.8-443-59599-6,192.168.50.8,59599,172.217.9.226,443,6,2018-11-03 09:20:40.267090,119460593,38,44,5242.0,7558.0,1042.0,0.0,137.94736842105266,266.5242697096063,1430.0,0.0,171.77272727272725,365.2493168028479,107.14830454591835,0.6864188259972893,1474822.1358024694,9084926.906900786,58564378.0,1.0,119460593.0,3228664.675675676,13336287.398892898,58644578.0,1.0,119211107.0,2772351.325581395,12423733.937330704,58604453.0,1.0,0,0,0,0,784,904,0.31809652912069497,0.3683222968765943,0.0,1430.0,154.21686746987945,320.293464832578,102587.90361445787,0,0,0,0,1,0,0,0,1.0,156.09756097560975,137.94736842105266,171.77272727272728,784,0,0,0,0,0,0,38,5242,44,7558,8192,262,36,20,1400854.5,1628575.1044101403,2552431.0,249278.0,58204781.0,508546.95438867784,58564378.0,57845184.0,0,0,BENIGN
74,140,172.217.9.226-192.168.50.8-443-59600-6,192.168.50.8,59600,172.217.9.226,443,6,2018-11-03 09:20:40.267184,117470374,36,40,2520.0,9688.0,517.0,0.0,70.0,129.2032728466493,1430.0,0.0,242.2,424.0188191275937,103.9240753587794,0.6469716355887315,1566271.6533333338,9383592.679774197,57938984.0,1.0,117470374.0,3356296.4,13629666.503146265,58028582.0,1.0,117429320.0,3011008.205128205,12933375.716204667,57980132.0,1.0,0,0,0,0,792,824,0.3064602484367676,0.34051138715196394,0.0,1430.0,158.54545454545453,328.1420803255547,107677.22488038275,0,0,0,0,1,0,0,0,1.0,160.6315789473684,70.0,242.2,792,0,0,0,0,0,0,36,2520,40,9688,8192,250,30,20,716219.5,612963.2914461518,1149650.0,282789.0,57875315.5,90040.8561959514,57938984.0,57811647.0,0,0,BENIGN
75,144420,192.168.50.8-4.2.2.4-50492-53-17,192.168.50.8,50492,4.2.2.4,53,17,2018-11-03 09:20:40.267341,21259,2,2,88.0,120.0,44.0,44.0,44.0,0.0,60.0,60.0,60.0,0.0,9784.091443623876,188.15560468507456,7086.333333333334,12268.693261033684,21253.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,94.07780234253728,94.07780234253728,44.0,60.0,50.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,63.0,44.0,60.0,64,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
76,135463,192.168.50.8-4.2.2.4-52093-53-17,192.168.50.8,52093,4.2.2.4,53,17,2018-11-03 09:20:40.267342,21261,2,2,88.0,120.0,44.0,44.0,44.0,0.0,60.0,60.0,60.0,0.0,9783.1710643902,188.1379050844269,7087.0,12272.4460072147,21258.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,94.06895254221344,94.06895254221344,44.0,60.0,50.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,63.0,44.0,60.0,64,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
77,85571,192.168.50.8-4.2.2.4-53461-53-17,192.168.50.8,53461,4.2.2.4,53,17,2018-11-03 09:20:40.267438,21168,2,2,88.0,120.0,44.0,44.0,44.0,0.0,60.0,60.0,60.0,0.0,9826.15268329554,188.9644746787604,7056.0,12217.886396590859,21164.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,64,64,94.4822373393802,94.4822373393802,44.0,60.0,50.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,63.0,44.0,60.0,64,0,0,0,0,0,0,2,88,2,120,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
78,134,172.217.3.106-192.168.50.8-443-59601-6,192.168.50.8,59601,172.217.3.106,443,6,2018-11-03 09:20:40.284092,76404152,38,42,3796.0,11656.0,517.0,0.0,99.89473684210527,167.87636851768514,1430.0,0.0,277.5238095238095,442.6317766080315,202.24031803926047,1.0470635156058012,967141.1645569615,6799838.644159451,57996238.0,1.0,76404152.0,2064977.081081081,9907404.673220506,58078060.0,1.0,76363818.0,1862532.146341464,9413302.217284603,58037062.0,1.0,0,0,0,0,808,864,0.4973551699127555,0.5497083456930456,0.0,1430.0,190.7654320987655,348.96096743063316,121773.7567901234,0,0,0,0,1,0,0,0,1.0,193.15,99.89473684210527,277.5238095238095,808,0,0,0,0,0,0,38,3796,42,11656,8192,254,34,20,163487.5,53339.18582524484,201204.0,125771.0,37897798.0,28423486.43054191,57996238.0,17799358.0,0,0,BENIGN
79,185950,192.168.50.8-4.2.2.4-51821-53-17,192.168.50.8,51821,4.2.2.4,53,17,2018-11-03 09:20:40.489436,21270,2,2,94.0,214.0,47.0,47.0,47.0,0.0,107.0,107.0,107.0,0.0,14480.488951574987,188.0582980724024,7090.0,12275.910108826964,21265.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,94.0291490362012,94.0291490362012,47.0,107.0,71.0,32.863353450309965,1080.0,0,0,0,0,0,0,0,0,1.0,88.75,47.0,107.0,40,0,0,0,0,0,0,2,94,2,214,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
80,29,192.168.50.8-52.85.90.206-59604-443-6,192.168.50.8,59604,52.85.90.206,443,6,2018-11-03 09:20:40.511327,129463,16,12,1747.0,7558.0,517.0,0.0,109.1875,173.6019273126501,1986.0,0.0,629.8333333333334,827.5941949501288,71873.81722963318,216.27800993334003,4794.925925925926,12445.439807186487,39402.0,2.0,129463.0,8630.866666666667,16954.38846210058,45164.0,2.0,89670.0,8151.818181818181,16790.692926846,43132.0,2.0,0,0,0,0,344,264,123.58743424762287,92.69057568571716,0.0,1986.0,320.8620689655172,596.163551632911,355410.9802955665,0,0,0,0,1,0,0,0,0.0,332.32142857142856,109.1875,629.8333333333334,344,0,0,0,0,0,0,16,1747,12,7558,8192,119,14,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
81,141,192.168.50.8-52.85.90.206-59605-443-6,192.168.50.8,59605,52.85.90.206,443,6,2018-11-03 09:20:40.511426,117188224,24,19,1960.0,7784.0,517.0,0.0,81.6666666666667,144.558297753105,3446.0,0.0,409.68421052631567,910.302333942568,83.1482862988008,0.3669310663842811,2790195.8095238097,12549649.012667876,58635010.0,0.0,117188224.0,5095140.173913043,16783153.59160251,58717467.0,0.0,116942522.0,6496806.777777777,18877768.24181569,58674249.0,1.0,0,0,0,0,504,404,0.20479873472611035,0.1621323316581707,0.0,3446.0,221.45454545454544,621.0930894743651,385756.62579281174,0,0,0,0,1,0,0,0,0.0,226.60465116279067,81.66666666666667,409.68421052631584,504,0,0,0,0,0,0,24,1960,19,7784,8192,123,22,20,229370.0,28260.229616901557,249353.0,209387.0,58240046.0,558563.4454491271,58635010.0,57845082.0,0,0,BENIGN
